"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Russian Federation","RUS","CO2 emissions from gaseous fuel consumption (% of total)","EN.ATM.CO2E.GF.ZS","6.16787369604123","7.76585116801956","9.20661203412663","10.5212885667181","12.0381401548162","13.1434226829631","13.8044771475116","14.4557117575083","15.2431642769943","15.6647129509282","13.7963515630829","14.7107926986433","14.7044292813812","14.9141708252898","15.2303277023291","15.8129363894199","16.750903802447","17.379193797814","17.6296257153111","18.6177605756055","18.6979324775291","20.4638429674644","21.269162105449","22.5335275337036","24.2037588782091","24.6436041037768","23.7405488951084","27.4710170966484","28.5825545894294","29.3633140139271","32.3344638415135","33.7287528320776","40.1389766043701","42.0643223190994","44.1883010329222","44.4504132324283","45.1996089664893","46.7616010688531","47.6232627480212","47.0535968750524","46.8985013287261","47.8367739019061","47.9010694242631","48.9120670383399","49.5574512303703","49.5859812596069","49.2168484134865","50.2978678469918","48.9156023682911","50.9845170368507","52.5845227171952","51.4316312631918","49.0597354110868","50.8498016216011","50.8197517311265","49.125580049535","49.097449230196","","","","",
"Russian Federation","RUS","Electricity production from oil sources (% of total)","EG.ELC.PETR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4933022348062","11.2574578973434","9.65303188060886","8.14783269261757","8.23483422316864","7.72828761876823","6.46587076294722","5.89168649045698","6.37844367329994","4.82239837605149","3.7635144694387","3.37241505712708","3.08148321399014","2.96326919879956","2.57058516730204","2.22991108742072","2.44892414965815","1.69923199055851","1.54916407541763","1.6164921796484","0.897100324674071","2.5968636307088","2.62280548352073","0.821963919821405","1.00636994238153","0.946957789011686","","","","","",
"Russian Federation","RUS","Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","DT.TDS.DPPG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1358414235.8","2103736878.8","3294589010.9","5864183679.2","6323332854.7","5955740166","7161403348.2","4248499370.5","4713058530.2","9146893441.9","7818888030.4","10636392615.3","10327831380.6","27671366092.1","35871502713.8","16139964210.8","32961002344.5","21674690106.9","31710888763.2","23931688644.5","16479948905.1","22389706161","50023002737.8","44157668982.6","30371024631.7","27105512840.2","61967692851.2","38411092267.6","",
"Russian Federation","RUS","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","254020004.272461","563710021.972656","1935099975.58594","2419399902.34375","1846890014.64844","1916780029.29688","1403150024.41406","903010009.765625","1183119995.11719","1937319946.28906","1553719970.70313","1089810058.59375","1284520019.53125","1244479980.46875","1319550048.82813","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","PPG, private creditors (NFL, current US$)","DT.NFL.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9334506000","2468313000","-314583000","-254701000","244799000","2880510000","7423010000","-494943000","-564722000","90281000","2224912000","-130141000","2161163000","7203314000","19315362000","29618928000","1573465000","2986243000","19577335000","11350315000","15488345000","46482392000","-44558802000","-34643177000","-4385871000","31362359000","-42434774000","17219128000","",
"Russian Federation","RUS","Net official flows from UN agencies, IFAD (current US$)","DT.NFL.IFAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)","DT.DOD.DPPG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64571299242.1","101701066418.2","108301652541.7","102097010119","102391857383","106937580211.9","119242285204.6","118812116899.6","90270420402.2","85292632574.9","79421946677.8","84962852957.8","92130795237.9","76005809710.6","97195350768.4","125218443689.2","125254489467.1","145865260317.6","165630662825.3","195433855960","209994494112.2","273803162166.7","228372506844.7","194185224930.2","189423409008.2","220078777962.8","177149818233.7","194170858345.1","",
"Russian Federation","RUS","Net bilateral aid flows from DAC donors, Portugal (current US$)","DC.DAC.PRTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19999.9995529652","","9999.99977648258","","","","39999.9991059303","39999.9991059303","9999.99977648258","70000.0002980232","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Net bilateral aid flows from DAC donors, Spain (current US$)","DC.DAC.ESPL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300000.011920929","379999.995231628","","","310000.002384186","159999.996423721","250000","389999.985694885","1950000.04768372","689999.997615814","7119999.88555908","2990000.00953674","2420000.07629395","3289999.96185303","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-84.2300033569","284","-32.1932258606","52.4238471985","34.7700004578","68.5","12.7600002289","64.9448197726","61.9797496693","21.942485589986","-73.4306174493","106.6326182883","21.6731212730261","-23.3773803143733","7.70214573152126","-1.70147296282037","-48.9829044466656","0.801269895162449","48.7326349215779","4.35853869686698","-9.38381472139975","41.8176484730865","",
"Russian Federation","RUS","Primary income receipts (BoP, current US$)","BX.GSR.FCTY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3499930000","4278120000","4333160000","4366430000","4301320000","3881210000","4752700000","6799810000","5677120000","11057010000","11997860000","17481080000","29770370000","45583920000","61819790000","33399470000","38063700000","42687030000","47758460000","42176570000","47172650000","37266870000","40512770000","46578000000","52915110000","53879920000","",
"Russian Federation","RUS","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.26332668866148","1.88045783512905","2.57898342400441","-0.206268282708236","0.026225709921156","11.6664565462153","17.4742424828314","10.4545347443772","7.9523289090993","7.69798573457628","9.908322542702","11.0454005698574","9.32545931833775","5.55456642217766","6.25797790659258","4.12087479027539","4.42333446864605","4.75451989097714","3.22792765583216","1.45817186958541","2.79290928233835","4.97089265241902","1.91643636708399","2.04412670112104","6.92866804532083","3.81241207776559","",
"Russian Federation","RUS","Trade in services (% of GDP)","BG.GSR.NFSV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.03894223348342","7.77988545952492","8.15521320059202","8.42228732891244","10.7085338392614","12.5643105522467","10.6427803574339","10.9312960385986","11.3110354231107","10.6920363318618","9.68202774917949","9.07260835848852","8.28256392728985","8.03550948426956","8.10980660244114","8.93090914418327","8.1602881844574","7.30888744904681","7.75559832356388","8.65896124600709","9.06968113169176","10.2959801762939","9.80945467319348","9.30031870183966","9.54575073377324","9.44566399677135","",
"Russian Federation","RUS","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.009976947","","","","","","","","","","0.009976947","","","","","","","","","","0.009976947","","","","","","","","","","",
"Russian Federation","RUS","Start-up procedures to register a business, female (number)","IC.REG.PROC.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","4.7","4.7","4","4","4","4","",
"Russian Federation","RUS","Cost to import, border compliance (US$)","IC.IMP.CSBC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550","550","550","520","520","520","",
"Russian Federation","RUS","Firms using banks to finance investment (% of firms)","IC.FRM.BNKS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9","","","15.8","","","","30.6","","","11.3","","","","","","","33.8","",
"Russian Federation","RUS","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","",
"Russian Federation","RUS","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165195000000","165195000000","","","658498000000","978446000000","1546086000000","2035428000000","2440680000000","3044010025742.65","3673419367060","4310737600000","5249000000000","7649100000000","8887800000000","12460600000000","12678000000000","14036600000000","16478200000000","17959000000000","20912724169200.8","25464335974733.6","26565346000000","28205327000000","30061884000000","32459434600000","",
"Russian Federation","RUS","Other taxes (current LCU)","GC.TAX.OTHR.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","1442000000","4391000000","5787000000","8337000000","3817000000","502895100","279456200","97700000","300000000","32600000000","300000000","-100000000","-200000000","-265063351","-900000000","0","219488180.83","85563497.85","1410000000","235000000","102000000","-1000000","",
"Russian Federation","RUS","Net lending (+) / net borrowing (-) (% of GDP)","GC.NLD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6.99369627507163","9.32096185281278","","","-6.25572563063222","-0.118260913555191","2.46921343564087","2.63026592118165","7.02307372697475","2.20755532366723","5.280917485905","9.88306837969847","8.02609442896429","6.18602656338948","5.61985724610633","-5.23304703243723","-1.86984944407805","3.05669228465915","2.29973833905503","0.853317841714199","-0.922756553864395","-2.26969968330777","-2.22572273205624","-1.55254498972161","2.97730661304258","2.24407352918459","",
"Russian Federation","RUS","Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","FX.OWN.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.7808685302734","","","63.7995223999023","","","75.3035278320313","","","",
"Russian Federation","RUS","Broad money growth (annual %)","FM.LBL.BMNY.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.7560699107806","38.5350352991115","33.735150491509","36.1353041567373","40.3887209914881","41.0978788956037","14.129346966484","17.3164659422601","24.5103624911795","19.5846469667138","13.0583902913371","16.0313236476773","14.8276498781065","19.7170330182523","-0.924467735122182","7.41111146041277","12.3191096655941","5.1039386595789","",
"Russian Federation","RUS","Depositors with commercial banks (per 1,000 adults)","FB.CBK.DPTR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","ER.H2O.FWAG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.95901397","","","","","19.93957704","","","","","19.93957704","","","","","19.93957704","","","","","28.97065673","","","",
"Russian Federation","RUS","Mammal species, threatened","EN.MAM.THRD.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","",
"Russian Federation","RUS","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)","EN.ATM.PM25.MC.T1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.52583085137683","","","","","2.21350973792575","","","","","1.76802999859005","","","","","1.56938134528474","","","","","1.64235535273383","1.74160879992735","1.27065425667295","0.977555328555724","0.654287418229016","1.37509887124587","0.682059397708845","0.793323998016993","","","",
"Russian Federation","RUS","Total greenhouse gas emissions (% change from 1990)","EN.ATM.GHGT.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.61033015215081","-12.9555607848784","-16.1291622927578","-24.6550992776589","-26.3925312157626","-24.3494396254086","-31.6147552857234","-3.7259832384731","-30.0793184645141","-22.8841289361785","-26.2784475496248","-16.9395681955123","-1.43462626281244","-32.8380158368562","-29.6753983557442","-23.5038715911616","-27.534632910219","-16.6489962750035","-28.6806023963967","-27.5572482334336","-22.7031866261151","-21.9887413084436","","","","","","","","",
"Russian Federation","RUS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5941.58625640772","5870.23385736274","5356.50974005023","5059.864624912","4426.66819542613","4290.69346739168","4252.61161860894","4069.68729231577","3981.4994684392","4136.75114378464","4224.27719789841","4288.38263138853","4288.19385137335","4461.30531990288","4493.68721494055","4540.90815577671","4688.39102332011","4709.84488692751","4823.12599470293","4531.28646273085","4819.04078214698","5049.42663067025","5167.01035317865","5078.62634152433","4942.87551745531","","","","","","",
"Russian Federation","RUS","Electric power transmission and distribution losses (% of output)","EG.ELC.LOSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7864292631719","7.85713416398059","8.33883682879667","9.17786088132075","9.76658539847134","9.71740087028798","9.9810202726179","10.1286165914923","11.2845850041576","11.3761567734906","11.5966584062396","11.8616985988376","12.0965420459861","12.0857066610669","12.1077959576516","11.8368222347683","10.8253132970776","10.3468623908253","10.5197167650041","10.7865804079613","10.1275339826815","9.97169043524175","9.9752831958463","10.1167844975695","10.0314119960502","","","","","","",
"Russian Federation","RUS","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29803529223195","0.510038537385657","0.882337126687713","1.5703718486501","1.8936533047332","1.77486007025841","4.17177105079792","6.41368455148833","4.59540997581466","5.49419107792788","3.91666913858842","5.2180060106648","3.44555847750866","5.45175164556067","4.98554973504281","2.98046820600391","5.02115061665324","7.70420961758658","3.77036053080017","2.2483242721879","2.3388611413118","2.30164701835547","4.46118432722872","7.62068553416531","5.76107800637249","5.29544541508262","6.75086291316245","5.73012109560031","",
"Russian Federation","RUS","Net official flows from UN agencies, UNWTO (current US$)","DT.NFL.UNWT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","PNG, bonds (NFL, current US$)","DT.NFL.PNGB.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1905000000","278049000","","-750000000","321003000","2762857000","-58213000","2084907000","6404124000","10565152000","3644861000","-16846033000","-6746815000","-185859000","10692091000","-1700136000","499737000","-2914923000","146788000","6516501000","-1306072000","3035438000","7240797000","",
"Russian Federation","RUS","Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)","DT.NFL.DPNG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1905000000","2861096000","341325000","-921868000","612047000","3133491000","10591823000","22642295000","30367022000","18096274000","26791124000","21117866000","-30818278000","7522631000","51607633000","74777433000","4139885000","-13729580000","-34536141000","43390451000","-8811148000","-18618555000","-12488914000","",
"Russian Federation","RUS","Use of IMF credit (DOD, current US$)","DT.DOD.DIMF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","988625000","2468664962.3","4197871534.2","9617293074.6","12507607840.7","13230629062.4","19335057150.4","23022598081.1","19002404990.9","14561291370.8","14192114345.2","13497061899.1","12370613856.9","8106537259.2","8532674830.3","8962866011.2","8736107344.5","8891628171","8734746111.9","8707748331.6","8717106805.9","8734575957.8","8217336690.7","7859590849.2","7624784906.9","8077408816.2","7888295793.6","7843114289.2","",
"Russian Federation","RUS","Net bilateral aid flows from DAC donors, Norway (current US$)","DC.DAC.NORL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2309999.94277954","4760000.22888184","23260000.2288818","20030000.6866455","34130001.0681152","29200000.7629395","29829999.9237061","31819999.6948242","18260000.2288818","18430000.3051758","18719999.3133545","22700000.7629395","30479999.5422363","29620000.8392334","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Net bilateral aid flows from DAC donors, Czech Republic (current US$)","DC.DAC.CZEL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Personal transfers, receipts (BoP, current US$)","BX.TRF.PWKR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","362700000","231670000","300180000","1000400000","1629430000","1921430000","2053640000","1945210000","1779300000","1630630000","2232040000","1903390000","2494820000","3637400000","3401180000","3029620000","4146480000","5196070000","6416790000","",
"Russian Federation","RUS","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","294100000","482660000","563340000","626900000","551050000","497750000","444520000","546740000","598660000","589170000","694820000","1041290000","1369330000","2281190000","3044530000","2550740000","2623790000","3101490000","3493560000","4163110000","4503620000","3933500000","3903720000","4652750000","","","",
"Russian Federation","RUS","Secondary income, other sectors, payments (BoP, current US$)","BM.TRF.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12960000","120430000","195520000","344110000","382350000","282610000","454460000","1200700000","1832660000","2643660000","3965570000","4838930000","6898520000","11068050000","13128050000","10513030000","11114550000","14655510000","17758050000","21769780000","21118130000","12770900000","12103580000","15883040000","16650690000","20345930000","",
"Russian Federation","RUS","Livestock production index (2004-2006 = 100)","AG.PRD.LVSK.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125.9","119.69","109.49","97.2","89.8","83.87","81.06","75.51","76.47","77.28","79.97","81.34","79.86","77.82","79.21","81.91","85.33","87.73","89.46","90.44","93.83","94.84","98.34","100.58","101.07","103.9","106.06","","",
"Russian Federation","RUS","Rural land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.RU.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127025.8958","","","","","","","","","","127025.8958","","","","","","","","","","127025.8958","","","","","","","","","","",
"Russian Federation","RUS","Internally displaced persons, new displacement associated with conflict and violence (number of cases)","VC.IDP.NWCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)","TX.VAL.MRCH.R2.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.54529518123582","4.66726602372001","23.9939885109968","21.6391818814412","21.5153695739483","22.9243966879392","22.5215105392956","17.6857689692802","17.1184540574452","14.6998772984629","18.2799421063949","19.6915366375759","15.9489586260979","18.2200965401505","17.3404306998447","21.6970309408217","22.2381535179904","13.2595404483379","12.8724930110023","13.8862881474695","21.5335101738283","19.7380210381477","18.6704254146965","19.79810883128","19.3139321677979","19.6075656925607","18.0433940078142","19.0082475522476","",
"Russian Federation","RUS","Net barter terms of trade index (2000 = 100)","TT.PRI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","96.02374143","93.34055908","100.8435702","114.6561412","138.200621","157.3767838","164.6040213","197.9657292","131.9102272","159.6671482","194.4982951","203.0938004","189.6202605","182.089517","138.4996916","112.904266","127.7385849","149.6990629","151.4072472","",
"Russian Federation","RUS","Merchandise imports from high-income economies (% of total merchandise imports)","TM.VAL.MRCH.HI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.0658521385651","73.2512457059125","61.7255078331902","60.0904749314279","56.235256344067","61.657105443013","61.5742873190954","56.8172603862007","53.7845747820491","65.058100411394","61.7643512637353","60.3786320889068","66.5997220719802","63.8842767957664","66.8104167631237","62.8107590557489","63.3675129578995","62.8465691982807","58.7250607769763","47.3012769518775","59.3798001660092","59.9601725803021","58.9558660960899","55.4643793886099","55.148367769987","54.6430617603871","53.910047044335","53.3666822930577","",
"Russian Federation","RUS","Share of tariff lines with international peaks, primary products (%)","TM.TAX.TCOM.IP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.177714","14.30807","","13.71378","18.69734","","","","12.65406","13.17064","","","13.1122","","26.83665","25.73424","27.06031","25.37525","28.67439","15.37797","26.7322","17.19337","10.24882","2.573569","2.511583","0.8122858","1.368753","",
"Russian Federation","RUS","Share of tariff lines with international peaks, manufactured products (%)","TM.TAX.MANF.IP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.929883","32.10903","","30.90618","41.4788","","","","21.92088","20.26797","","","18.64365","","37.56315","37.84881","37.79293","19.96724","23.88074","7.129337","23.4644","9.882136","5.680333","4.988934","3.85918","0.4110024","0.506972","",
"Russian Federation","RUS","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","53.731","54.626","55.518","56.408","57.294","58.173","59.048","59.918","60.783","61.638","62.471","63.278","64.078","64.869","65.652","66.427","67.194","67.95","68.698","69.305","69.751","70.193","70.631","71.066","71.497","71.923","72.346","72.765","73.181","73.398","73.394","73.389","73.385","73.381","73.376","73.372","73.367","73.363","73.359","73.354","73.35","73.346","73.341","73.373","73.418","73.463","73.508","73.553","73.598","73.642","73.687","73.732","73.791","73.863","73.95","74.05","74.164","74.292","74.433","74.587","",
"Russian Federation","RUS","Population, total","SP.POP.TOTL","119897000","121236000","122591000","123960000","125345000","126745000","127468000","128196000","128928000","129664000","130404000","131155000","131909000","132669000","133432000","134200000","135147000","136100000","137060000","138027000","139010000","139941000","140823000","141668000","142745000","143858000","144894000","145908000","146857000","147721000","147969407","148394216","148538197","148458777","148407912","148375787","148160129","147915361","147670784","147214776","146596869","145976482","145306497","144648618","144067316","143518814","143049637","142805114","142742366","142785349","142849468","142960908","143201721","143506995","143819666","144096870","144342396","144496740","144477860","144373535","",
"Russian Federation","RUS","Population ages 65 and above, male (% of male population)","SP.POP.65UP.MA.ZS","4.03381880648739","4.06800372951749","4.09566070819217","4.1211191782511","4.14741445329014","4.17941280483211","4.25092509767883","4.32274103916914","4.39959560136386","4.48622542363434","4.5837417076166","4.74304453005188","4.88694006830757","5.02199943256055","5.16126067567259","5.31116653379942","5.49589328626289","5.69412843330349","5.87046617661485","5.97522896987449","5.98714880001849","5.98909445000559","5.92007064418947","5.80647629017546","5.68030556580729","5.56133644248655","5.5316600454758","5.49022265416485","5.48203359090469","5.56792057223316","5.77532844519026","6.13590119118162","6.59251438446521","7.06863518393634","7.46090288356233","7.71953026057341","7.97285823602417","8.082194791059","8.1233961990807","8.20150354721013","8.36242645264256","8.69568342733804","9.09125475083285","9.45643300906208","9.65774031033568","9.6302325601572","9.63140254662433","9.48289845534072","9.26854774286841","9.08725144649714","8.97658507707732","9.00442081064221","9.06159117222462","9.14791554243707","9.26259981220859","9.40475594098109","9.71781783276146","10.0548775374933","10.4025045955845","10.7440312507119","",
"Russian Federation","RUS","Population ages 35-39, male (% of male population)","SP.POP.3539.MA.5Y","5.47729304636116","6.23766368390503","7.24224027281418","8.28647206297904","9.06647873763419","9.41803089048989","9.38797764932613","8.92604430489905","8.26689444254199","7.77170733653789","7.63993031122981","7.83726262876918","8.38840365694463","9.04308954092099","9.41010974012209","9.27544465466131","8.65606338032411","7.5962758731652","6.37095386244787","5.40853839167209","4.95972221659667","4.96406463592166","5.41292191829045","6.12523971427849","6.82461203797187","7.35049876560293","7.74523799393918","8.01367865248265","8.19513891538297","8.36177186833343","8.55310936029153","8.72891033625428","8.9142586012256","9.07861476293111","9.17804129382972","9.19055925125058","9.14786133811868","9.02560376655548","8.84432986474947","8.62709986738023","8.38535527136783","8.07731757512003","7.73185860740326","7.38929735365633","7.11767064521075","6.9648812314119","6.85317759228834","6.89814880554588","7.0722921719399","7.28541058807648","7.45930779794912","7.59630052494134","7.66555319175621","7.69962844929741","7.75688330413219","7.87105902508592","8.00018963967155","8.16239488246652","8.34890023087761","8.54535468427852","",
"Russian Federation","RUS","Population ages 10-14, male (% of male population)","SP.POP.1014.MA.5Y","9.9957455852927","10.462192098033","10.7386754417208","10.8673990232688","10.94411844874","11.0401237744977","11.1551551217909","11.2595753965585","11.3415074701509","11.3566371140194","11.2596783716164","11.0570827969484","10.7453801404562","10.3604628547757","9.9385724432695","9.49292012645801","9.01522230700758","8.52444007460341","8.0411809414131","7.62545726677711","7.34704108321662","7.25837432161522","7.29779641062186","7.42936385035813","7.5770268821408","7.67614563037722","7.73839247699192","7.76121835447815","7.75837938411784","7.76881521415901","7.82551625744143","7.94697049306276","8.11474699305835","8.30775235159134","8.4978499610884","8.6684859276749","8.87003985748487","9.03642942562558","9.15579224271767","9.17448305226671","9.01999174901196","8.65605395687221","8.13657797501412","7.51541561112764","6.89980955854864","6.3864314184525","6.00396380767943","5.68532436567693","5.40440121792043","5.1532309607657","4.95576775129913","4.88109929142474","4.91499410302181","5.03418059218587","5.1933955370932","5.35463517149535","5.50952126650537","5.66637706842241","5.82567753043092","5.99724952790515","",
"Russian Federation","RUS","Wanted fertility rate (births per woman)","SP.DYN.WFRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","27.8518","28.1344","28.417","28.0364","27.6558","27.2752","26.8946","26.514","27.6366","28.7592","29.8818","31.0044","32.127","33.626","35.125","36.624","38.123","39.622","40.7534","41.8848","43.0162","44.1476","45.279","46.0596","46.8402","47.6208","48.4014","49.182","49.71","50.238","50.766","51.294","51.822","48.4678","45.1136","41.7594","38.4052","35.051","33.5634","32.0758","30.5882","29.1006","27.613","28.019","28.425","28.831","29.237","29.643","28.9984","28.3538","27.7092","27.0646","26.42","25.2758","24.1316","22.9874","21.8432","20.699","19.6196","","",
"Russian Federation","RUS","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.05999994277954","5.19000005722046","5.94000005722046","8.28999996185303","9.68000030517578","10","12.1400003433228","13.539999961853","13.1700000762939","10.7799997329712","9.34000015258789","8.14000034332275","8.46000003814697","8","7.30999994277954","7.40999984741211","6.34999990463257","6.46000003814697","8.90999984741211","7.88000011444092","6.96000003814697","5.78999996185303","5.76000022888184","5.48000001907349","5.82000017166138","5.76000022888184","5.3600001335144","4.90999984741211","4.76000022888184","",
"Russian Federation","RUS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1599998474121","12.9200000762939","13.6800003051758","16.2999992370605","18.7600002288818","19.3299999237061","23.5499992370605","27.1399993896484","23.9599990844727","20.7099990844727","17.9799995422363","15.539999961853","17.5200004577637","17.1800003051758","15.4700002670288","16.3299999237061","14.4099998474121","14.0299997329712","18.4099998474121","17.0799999237061","15.4799995422363","14.9300003051758","14.1700000762939","14.039999961853","16.3700008392334","16.7199993133545","16.4799995422363","17.1000003814697","15.460000038147","",
"Russian Federation","RUS","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.7099990844727","75.370002746582","75.3399963378906","73.4899978637695","71.4300003051758","70.7399978637695","69.3399963378906","67.3899993896484","66.1900024414063","69.0699996948242","69","67.5699996948242","67.5999984741211","67.1399993896484","67.4499969482422","67.7399978637695","67.870002746582","69","70.0500030517578","69.9599990844727","70.2900009155273","70.5500030517578","70.6500015258789","70.8099975585938","71","71.2399978637695","71.4199981689453","70.9700012207031","70.7300033569336","69.8399963378906","",
